Name,Base Experience,Height,Weight,Image URL
basculin-red-striped,161,10,180,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png
sandile,58,7,152,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png
krokorok,123,10,334,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png
krookodile,260,15,963,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png
darumaka,63,6,375,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png
darmanitan-standard,168,13,929,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png
maractus,161,10,280,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png
dwebble,65,3,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png
crustle,170,14,2000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png
scraggy,70,6,118,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png
scrafty,171,11,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png
sigilyph,172,14,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png
yamask,61,5,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png
cofagrigus,169,17,765,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png
tirtouga,71,7,165,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png
carracosta,173,12,810,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png
archen,71,5,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png
archeops,177,14,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png
trubbish,66,6,310,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png
garbodor,166,19,1073,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png
zorua,66,7,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png
zoroark,179,16,811,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png
minccino,60,4,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png
cinccino,165,5,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png
gothita,58,4,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png
gothorita,137,7,180,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png
gothitelle,245,15,440,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png
solosis,58,3,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png
duosion,130,6,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png
reuniclus,245,10,201,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png
ducklett,61,5,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png
swanna,166,13,242,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png
vanillite,61,4,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png
vanillish,138,11,410,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png
vanilluxe,268,13,575,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png
deerling,67,6,195,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png
sawsbuck,166,19,925,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png
emolga,150,4,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png
karrablast,63,5,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png
escavalier,173,10,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png
foongus,59,2,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png
amoonguss,162,6,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png
frillish,67,12,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png
jellicent,168,22,1350,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png
alomomola,165,12,316,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png
joltik,64,1,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png
galvantula,165,8,143,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png
ferroseed,61,6,188,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png
ferrothorn,171,10,1100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png
klink,60,3,210,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png
klang,154,6,510,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png
klinklang,260,6,810,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png
tynamo,55,2,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png
eelektrik,142,12,220,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png
eelektross,232,21,805,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png
elgyem,67,5,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png
beheeyem,170,10,345,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png
litwick,55,3,31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png
lampent,130,6,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png
chandelure,260,10,343,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png
axew,64,6,180,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png
fraxure,144,10,360,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png
haxorus,270,18,1055,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png
cubchoo,61,5,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png
beartic,177,26,2600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png
cryogonal,180,11,1480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png
shelmet,61,4,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png
accelgor,173,8,253,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png
stunfisk,165,7,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png
mienfoo,70,9,200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png
mienshao,179,14,355,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png
druddigon,170,16,1390,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png
golett,61,10,920,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png
golurk,169,28,3300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png
pawniard,68,5,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png
bisharp,172,16,700,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png
bouffalant,172,16,946,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png
rufflet,70,5,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png
braviary,179,15,410,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png
vullaby,74,5,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png
mandibuzz,179,12,395,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png
heatmor,169,14,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png
durant,169,3,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png
deino,60,8,173,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png
zweilous,147,14,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png
hydreigon,300,18,1600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png
larvesta,72,11,288,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png
volcarona,275,16,460,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png
cobalion,290,21,2500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png
terrakion,290,19,2600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png
virizion,290,20,2000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png
tornadus-incarnate,290,15,630,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png
thundurus-incarnate,290,15,610,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png
reshiram,340,32,3300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png
zekrom,340,29,3450,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png
landorus-incarnate,300,15,680,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png
kyurem,330,30,3250,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png
keldeo-ordinary,290,14,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png
meloetta-aria,270,6,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png
genesect,300,15,825,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png
chespin,63,4,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png
quilladin,142,7,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png
chesnaught,239,16,900,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png
fennekin,61,4,94,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png
braixen,143,10,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png
delphox,240,15,390,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png
froakie,63,3,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png
frogadier,142,6,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png
greninja,239,15,400,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png
bunnelby,47,4,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png
diggersby,148,10,424,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png
fletchling,56,3,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png
fletchinder,134,7,160,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png
talonflame,175,12,245,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png
scatterbug,40,3,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png
spewpa,75,3,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/665.png
vivillon,185,12,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png
litleo,74,6,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png
pyroar,177,15,815,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png
flabebe,61,1,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png
floette,130,2,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png
florges,248,11,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png
skiddo,70,9,310,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png
gogoat,186,17,910,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png
pancham,70,6,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png
pangoro,173,21,1360,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png
furfrou,165,12,280,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png
espurr,71,3,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png
meowstic-male,163,6,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png
honedge,65,8,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png
doublade,157,8,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png
aegislash-shield,250,17,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png
spritzee,68,2,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png
aromatisse,162,8,155,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png
swirlix,68,4,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png
slurpuff,168,8,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png
inkay,58,4,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png
malamar,169,15,470,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png
binacle,61,5,310,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png
barbaracle,175,13,960,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png
skrelp,64,5,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/690.png
dragalge,173,18,815,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png
clauncher,66,5,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png
clawitzer,100,13,353,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png
helioptile,58,5,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png
heliolisk,168,10,210,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png
tyrunt,72,8,260,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png
tyrantrum,182,25,2700,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png
amaura,72,13,252,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png
aurorus,104,27,2250,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png
sylveon,184,10,235,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png
hawlucha,175,8,215,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png
dedenne,151,2,22,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png
carbink,100,3,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png
goomy,60,3,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png
sliggoo,158,8,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/705.png
goodra,300,20,1505,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png
klefki,165,2,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/707.png
phantump,62,4,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/708.png
trevenant,166,15,710,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/709.png
pumpkaboo-average,67,4,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/710.png
gourgeist-average,173,9,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png
bergmite,61,10,995,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/712.png
avalugg,180,20,5050,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/713.png
noibat,49,5,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png
noivern,187,15,850,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png
xerneas,340,30,2150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png
yveltal,340,58,2030,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png
zygarde-50,300,50,3050,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png
diancie,300,7,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png
hoopa,270,5,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png
volcanion,300,17,1950,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/721.png
rowlet,64,3,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/722.png
dartrix,147,7,160,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/723.png
decidueye,265,16,366,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png
litten,64,4,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/725.png
torracat,147,7,250,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/726.png
incineroar,265,18,830,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/727.png
popplio,64,4,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/728.png
brionne,147,6,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/729.png
primarina,265,18,440,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/730.png
pikipek,53,3,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/731.png
trumbeak,124,6,148,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/732.png
toucannon,218,11,260,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/733.png
yungoos,51,4,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/734.png
gumshoos,146,7,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png
grubbin,60,4,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png
charjabug,140,5,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png
vikavolt,250,15,450,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png
crabrawler,68,6,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png
crabominable,167,17,1800,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png
oricorio-baile,167,6,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png
cutiefly,61,1,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png
ribombee,162,2,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png
rockruff,56,5,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png
lycanroc-midday,170,8,250,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png
wishiwashi-solo,61,2,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png
mareanie,61,4,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png
toxapex,173,7,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png
mudbray,77,10,1100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png
mudsdale,175,25,9200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png
dewpider,54,3,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png
araquanid,159,18,820,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png
fomantis,50,3,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png
lurantis,168,9,185,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png
morelull,57,2,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png
shiinotic,142,10,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png
salandit,64,6,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png
salazzle,168,12,222,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png
stufful,68,5,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png
bewear,175,21,1350,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png
bounsweet,42,3,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png
steenee,102,7,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png
tsareena,255,12,214,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png
comfey,170,1,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png
oranguru,172,15,760,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png
passimian,172,20,828,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png
wimpod,46,5,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png
golisopod,186,20,1080,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png
sandygast,64,5,700,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png
palossand,168,13,2500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png
pyukumuku,144,3,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png
type-null,107,19,1205,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png
silvally,285,23,1005,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png
minior-red-meteor,154,3,400,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png
komala,168,4,199,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png
turtonator,170,20,2120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png
togedemaru,152,3,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png
mimikyu-disguised,167,2,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png
bruxish,166,9,190,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png
drampa,170,30,1850,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png
dhelmise,181,39,2100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png
jangmo-o,60,6,297,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png
hakamo-o,147,12,470,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png
kommo-o,300,16,782,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png
tapu-koko,285,18,205,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png
tapu-lele,285,12,186,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png
tapu-bulu,285,19,455,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png
tapu-fini,285,13,212,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png
cosmog,40,2,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png
cosmoem,140,1,9999,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png
solgaleo,340,34,2300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png
lunala,340,40,1200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png
nihilego,285,12,555,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png
buzzwole,285,24,3336,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png
pheromosa,285,18,250,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png
xurkitree,285,38,1000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png
celesteela,285,92,9999,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png
kartana,285,3,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png
guzzlord,285,55,8880,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png
necrozma,300,24,2300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png
magearna,300,10,805,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png
marshadow,300,7,222,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png
poipole,210,6,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png
naganadel,270,36,1500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png
stakataka,285,55,8200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png
blacephalon,285,18,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png
zeraora,300,15,445,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png
meltan,150,2,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png
melmetal,300,25,8000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png
grookey,62,3,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png
thwackey,147,7,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png
rillaboom,265,21,900,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png
scorbunny,62,3,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png
raboot,147,6,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png
cinderace,265,14,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png
sobble,62,3,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png
drizzile,147,7,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png
inteleon,265,19,452,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png
skwovet,55,3,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png
greedent,161,6,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png
rookidee,49,2,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png
